Name	University	Country	
Matthew Andrews	AISTEDA	RO	http://dbpedia.org/resource/Network_performance;http://dbpedia.org/resource/Network_design;http://dbpedia.org/resource/Communication_networks
D. Hoffman	Moscow State Institute of Steel and Alloys	RU	http://dbpedia.org/resource/SN_2008D
Sridhar Rajagopalan	ICT College	US	http://dbpedia.org/resource/Probabilistic_analysis;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Distributed_computing;http://dbpedia.org/resource/Random_graph
David A. Holland	Harvard University	US	http://dbpedia.org/resource/Provenance;http://dbpedia.org/resource/John_Wiley;http://dbpedia.org/resource/Data_provenance
Roger B. Dannenberg	Carnegie Mellon University	US	http://dbpedia.org/resource/Algorithmic_composition;http://dbpedia.org/resource/Sound_synthesis;http://dbpedia.org/resource/Interface_design;http://dbpedia.org/resource/User_interface
Yifeng Zheng	Tsinghua University	CN	http://dbpedia.org/resource/Thermal_expansion;http://dbpedia.org/resource/Fuel_cell;http://dbpedia.org/resource/Crystal_structure
Jennifer Rexford	Princeton University	US	http://dbpedia.org/resource/Network_performance;http://dbpedia.org/resource/Network_architecture;http://dbpedia.org/resource/Load_balancing_(computing)
Nan Zhang	George Washington University	US	http://dbpedia.org/resource/Enterprise_search;http://dbpedia.org/resource/Data_mining
Leman Akoglu	Carnegie Mellon University	US	http://dbpedia.org/resource/Anomaly_detection;http://dbpedia.org/resource/Communication_networks;http://dbpedia.org/resource/Recommender_system
Anh-Tuan Tran	Grace College	US	
Christine Froidevaux	American University of Paris	FR	http://dbpedia.org/resource/Biological_data_visualization;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Logic_programming;http://dbpedia.org/resource/Computational_model
Mario A. Nascimento	University of Alberta	CA	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Temporal_database
Joan Feigenbaum	Yale University	US	http://dbpedia.org/resource/Anomaly_detection;http://dbpedia.org/resource/Probabilistic_analysis
Iman Hajirasouliha	Simon Fraser University	CA	
Vojtěch Rödl	Emory University	US	http://dbpedia.org/resource/Arithmetic_progression;http://dbpedia.org/resource/Independence_number;http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Polynomial-time_approximation_scheme
Sunju Park	Yonsei University	KR	
Frank Olken	Canadian College of Business & Computers	CA	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Database_management_system;http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Semantic_Web
Qing Li	Beijing Information Science and Technology University	CN	http://dbpedia.org/resource/Path_planning;http://dbpedia.org/resource/Mobile_robot;http://dbpedia.org/resource/Particle_swarm_optimization;http://dbpedia.org/resource/Genetic_algorithm;http://dbpedia.org/resource/Optimal_control
Chenxi Wang	ICT College	US	
Dan Suciu	University of Washington	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Unstructured_data;http://dbpedia.org/resource/Relational_database
Byoung-Kee Yi	University of Science and Technology	KR	
Mark Sandler	University of London	GB	http://dbpedia.org/resource/Music_information_retrieval;http://dbpedia.org/resource/Physical_model;http://dbpedia.org/resource/Audio_signal_processing;http://dbpedia.org/resource/Semantic_Web
Nikos Mamoulis	University of Hong Kong	HK	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Nearest_neighbor_search;http://dbpedia.org/resource/Temporal_database
Lawrence A. Rowe	Punjab Engineering College Deemed University	IN	http://dbpedia.org/resource/User_interface;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Graphical_user_interface
Richard M. Karp	Applied Science University	JO	
Ravi Krishnamurthy	AISTEDA	RO	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Distributed_database
Mohammad Taghi Hajiaghayi	Massachusetts Institute of Technology	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Maxcut;http://dbpedia.org/resource/Directed_graph;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Graph_coloring
Deniz Erdogmus	Northeastern University	US	http://dbpedia.org/resource/Independent_component_analysis;http://dbpedia.org/resource/Parameter_estimation;http://dbpedia.org/resource/Spectral_clustering
Yogesh Simmhan	University of Southern California	US	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/Service_Oriented_Architecture;http://dbpedia.org/resource/Service-oriented_architecture
Brian Randell	University of Newcastle	AU	http://dbpedia.org/resource/Dependability;http://dbpedia.org/resource/Survivability
Christos Faloutsos	Carnegie Mellon University	US	http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Dimension_reduction
Evangelos Kranakis	Carleton University	CA	http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Parallel_computation;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Multipath_routing
Rafail Ostrovsky	Dhirubhai Ambani Institute of Information and Communication Technology	IN	http://dbpedia.org/resource/Private_information_retrieval;http://dbpedia.org/resource/Homomorphic_encryption;http://dbpedia.org/resource/Secure_multi-party_computation
Pierre Bourhis	Radford University	US	
Sharad Jaiswal	Indian University	IN	http://dbpedia.org/resource/Mesh_networking;http://dbpedia.org/resource/Wireless_mesh_networks;http://dbpedia.org/resource/Computer_network;http://dbpedia.org/resource/Location-based_services;http://dbpedia.org/resource/Mobile_device
Anders Yeo	University of London	GB	http://dbpedia.org/resource/Bipartite_matching;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Vertex_cover;http://dbpedia.org/resource/Maximum_matching;http://dbpedia.org/resource/Parameterized_complexity
Anat Eyal	Tel Aviv University	IL	http://dbpedia.org/resource/Business_process
Hongjun Lu	Hong Kong University of Science and Technology	HK	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Data_extraction;http://dbpedia.org/resource/Database_system
Xin He	Imperial College London	GB	http://dbpedia.org/resource/Squamous-cell_carcinoma
Zhimin Chen	Zhejiang University	CN	http://dbpedia.org/resource/Child;http://dbpedia.org/resource/Children's_literature;http://dbpedia.org/resource/Mycoplasma_pneumoniae;http://dbpedia.org/resource/Asthma
Mark Brown	Millennia Atlantic University	US	http://dbpedia.org/resource/Risk_factor;http://dbpedia.org/resource/Prostate_cancer;http://dbpedia.org/resource/Heart_disease
Alok Aggarwal	St. Francis College, Brooklyn Heights	US	http://dbpedia.org/resource/VLSI;http://dbpedia.org/resource/Parallel_algorithm
Michael Tarsi	University of Arizona	US	http://dbpedia.org/resource/Decomposition
Rauf Izmailov	Art Institute of Charlotte	US	http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Bandwidth_allocation;http://dbpedia.org/resource/Mesh_networking;http://dbpedia.org/resource/Data_distribution_service
Hiroyuki Kitagawa	International School of New Media, University of Lübeck	DE	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Document_clustering;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_system
Haifeng Chen	Shanghai University of Science and Technology	CN	http://dbpedia.org/resource/Energy_recovery
Roger Barga	Missouri Tech	US	http://dbpedia.org/resource/Event_correlation;http://dbpedia.org/resource/Event_stream_processing;http://dbpedia.org/resource/High_Performance_Computing_and_Communication_Act_of_1991;http://dbpedia.org/resource/Performance_Analysis_of_Telecommunication_Systems;http://dbpedia.org/resource/Data_analysis
Sanjeev Saluja	AISTEDA	RO	http://dbpedia.org/resource/Special_case;http://dbpedia.org/resource/Open_problem
Matthew Conway	University of Virginia	US	
Graham Cormode	University of Warwick	GB	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Data_structure;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Uncertain_data;http://dbpedia.org/resource/Approximation_algorithm
Mihyun Kang	Technische Universität Berlin	DE	http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Random_graph;http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Finite_graph;http://dbpedia.org/resource/Giant_component
Atsuyuki Morishima	Niigata University of International and Information Studies	JP	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Data_exchange;http://dbpedia.org/resource/XML_Schema_(W3C)
Bin Zhang	Sichuan University	CN	http://dbpedia.org/resource/Feed_conversion_efficiency;http://dbpedia.org/resource/Atmospheric_turbulence;http://dbpedia.org/resource/Chirped_pulse_amplification
Frank Thomson Leighton	Massachusetts Institute of Technology	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Average-case_analysis
Mark Drummond	University of Alanta	US	
Natasha Leporé	Laboratory Institute of Merchandising	US	http://dbpedia.org/resource/Lateral_ventricles
Nicole Bidoit	Université Paris Sud (Paris XI)	FR	http://dbpedia.org/resource/Database;http://dbpedia.org/resource/Expressive_power
János Pach	Eötvös Lorand University	HU	http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Cubic_graph
Chong Sun	University of Arizona	US	http://dbpedia.org/resource/Gabor_filter;http://dbpedia.org/resource/False_positive_rate
Imre Z. Ruzsa	Liszt Ferenc Academy of Music Budapest	HU	http://dbpedia.org/resource/Arithmetic_progression;http://dbpedia.org/resource/Abelian_group;http://dbpedia.org/resource/Abelian_group;http://dbpedia.org/resource/Additive_number_theory
Yasmin B. Kafai	AISTEDA	RO	http://dbpedia.org/resource/Virtual_world;http://dbpedia.org/resource/Virtual_world;http://dbpedia.org/resource/Online_community;http://dbpedia.org/resource/Technology
David J. States	Central Washington University	US	http://dbpedia.org/resource/Protein_structure;http://dbpedia.org/resource/Gene_expression;http://dbpedia.org/resource/Protein_sequence;http://dbpedia.org/resource/Coding_region
Hao Yin	Hood College	US	http://dbpedia.org/resource/Content_delivery_network;http://dbpedia.org/resource/Key_management;http://dbpedia.org/resource/Distributed_System_Security_Architecture
Eliyahu Safra	University of Haifa	IL	
Xuelong Li	Champlain College	US	http://dbpedia.org/resource/Feature_extraction;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Image_denoising
Theodore Johnson	The New School	US	http://dbpedia.org/resource/Data_Warehousing;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Data_warehouse;http://dbpedia.org/resource/Data_quality;http://dbpedia.org/resource/Data_mining
Pravin Bhagwat	Collège Boréal	CA	http://dbpedia.org/resource/Internet_Protocol;http://dbpedia.org/resource/Wireless_LAN
Arnab Bhattacharya	CMJ University	IN	http://dbpedia.org/resource/Statistical_model;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Biological_data_visualization;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Business_model
Samuel Madden	AISTEDA	RO	http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Database_system
Michael Merritt	Thiel College	US	http://dbpedia.org/resource/Shared_memory
Marcos R. Vieira	University of Calabria	IT	http://dbpedia.org/resource/Spatiotemporal_database
G. Varghese	Elon College	US	
Albert G. Greenberg	AISTEDA	RO	http://dbpedia.org/resource/Local-area_networks;http://dbpedia.org/resource/Fixed_point_(mathematics)
Michal Feldman	Hebrew University of Jerusalem	IL	http://dbpedia.org/resource/Nash_equilibrium;http://dbpedia.org/resource/Social_cost
Quan Yuan	Colby College	US	http://dbpedia.org/resource/Microchannel_plate_detector;http://dbpedia.org/resource/Microreactor;http://dbpedia.org/resource/Mass_transfer;http://dbpedia.org/resource/Carbon_dioxide;http://dbpedia.org/resource/Multiphase_flow
I. Stoica	IE University	ES	
Balakrishna R. Iyer	The Boston Conservatory	US	http://dbpedia.org/resource/Transaction_processing;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Storage_virtualization
Robert Stevens	University of Manchester	GB	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Data_curation;http://dbpedia.org/resource/Knowledge_discovery;http://dbpedia.org/resource/Knowledge_representation_and_reasoning
Basilio B. Fraguela	City University of New York, Graduate School and University Center	US	http://dbpedia.org/resource/Data_parallelism;http://dbpedia.org/resource/Parallel_computing;http://dbpedia.org/resource/Memory_hierarchy;http://dbpedia.org/resource/Shared_memory;http://dbpedia.org/resource/Cache_misses
Mika Klemettinen	Theatre Academy Finland	FI	http://dbpedia.org/resource/Association_rule_learning
Amos Fiat	Tel Aviv University	IL	http://dbpedia.org/resource/Online_algorithm;http://dbpedia.org/resource/Data_structure;http://dbpedia.org/resource/Decision_tree;http://dbpedia.org/resource/Graph_traversal;http://dbpedia.org/resource/Correlation_clustering
Rani Hod	Tel Aviv University	IL	
Dan Cosley	Cornell University	US	http://dbpedia.org/resource/Social_network;http://dbpedia.org/resource/Online_community;http://dbpedia.org/resource/Online_community;http://dbpedia.org/resource/Recommender_system;http://dbpedia.org/resource/Social_media
Guoli Ding	AISTEDA	RO	http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Tree_decomposition;http://dbpedia.org/resource/Directed_graph;http://dbpedia.org/resource/Cubic_graph
Krishna Kummamuru	The New College	IN	http://dbpedia.org/resource/Clustering_algorithm;http://dbpedia.org/resource/Contact_centre
David Holmer	Johns Hopkins University	US	http://dbpedia.org/resource/On_Demand_Routing
Christian Hacker	Friedrich-Alexander Universität Erlangen-Nürnberg	DE	http://dbpedia.org/resource/Speech_recognition;http://dbpedia.org/resource/Speech_processing;http://dbpedia.org/resource/Speech_recognition
Wolfgang Maass	Technische Universität Graz	AT	http://dbpedia.org/resource/Neural_network;http://dbpedia.org/resource/Reinforcement_learning;http://dbpedia.org/resource/Anti-Hebbian_learning
Ning Zhang	Jinan University	LB	http://dbpedia.org/resource/Breast_cancer;http://dbpedia.org/resource/Metastasis;http://dbpedia.org/resource/Chemotaxis;http://dbpedia.org/resource/Adhesion
Tim Roughgarden	Stanford University	US	http://dbpedia.org/resource/Price_of_anarchy;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Algorithmic_game_theory;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Convex_optimization
Paul Erdős	Walcz College	PL	
S. Ravi Kumar	ICT College	US	http://dbpedia.org/resource/Content-based_image_retrieval;http://dbpedia.org/resource/Spatial_correlation
Tapio Elomaa	Tampere University of Technology	FI	http://dbpedia.org/resource/Support_vector_machine;http://dbpedia.org/resource/Decision_tree;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Decision_tree;http://dbpedia.org/resource/Decision_tree_learning
Xiaojie Yuan	Nankai University	CN	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Native_XML_database
Theodoros Lappas	Boston University	US	http://dbpedia.org/resource/Social_networking_service;http://dbpedia.org/resource/Urban_area
Yair Amir	Johns Hopkins University	US	http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Fault-tolerant_design;http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Reliable_multicast
Helena Galhardas	AISTEDA	RO	http://dbpedia.org/resource/Data_transformation;http://dbpedia.org/resource/Data_Warehousing;http://dbpedia.org/resource/Relational_algebra;http://dbpedia.org/resource/Data_integration
Anirban Majumder	CMJ University	IN	http://dbpedia.org/resource/Data_stream
Yehuda Afek	Bauman Moscow State Technical University	RU	http://dbpedia.org/resource/Transactional_memory;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Shared_memory
Mark R. Tuttle	Coe College	US	http://dbpedia.org/resource/N-player_game;http://dbpedia.org/resource/Nash_equilibrium;http://dbpedia.org/resource/Transactional_memory;http://dbpedia.org/resource/Distributed_algorithm
Jacob A. Abraham	University of Applied Sciences	EE	http://dbpedia.org/resource/Static_timing_analysis;http://dbpedia.org/resource/Design_for_testing;http://dbpedia.org/resource/Register-transfer_level
Lin Zhu	Nankai University	CN	http://dbpedia.org/resource/Zebrafish;http://dbpedia.org/resource/Toxicity;http://dbpedia.org/resource/Nanomaterials;http://dbpedia.org/resource/Phytoplankton;http://dbpedia.org/resource/Community_structure
Lise Getoor	University of Mary	US	http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Bayesian_network;http://dbpedia.org/resource/Data_mining
Mario Schkolnick	AISTEDA	RO	
Georg Gottlob	Information and Communications University	KR	http://dbpedia.org/resource/Model_checking;http://dbpedia.org/resource/Knowledge_representation_and_reasoning;http://dbpedia.org/resource/Logic_programming;http://dbpedia.org/resource/Database_theory
Thomas G. Dietterich	School of Planning and Architecture	IN	http://dbpedia.org/resource/List_of_machine_learning_algorithms;http://dbpedia.org/resource/Reinforcement_learning;http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Supervised_learning
Herbert Rubens	IE University	ES	
Cecilia Katzeff	Pratt Institute	US	http://dbpedia.org/resource/Electric_energy_consumption;http://dbpedia.org/resource/Energy_consumption;http://dbpedia.org/resource/Organizational_learning
Asad Samar	Aston University	GB	http://dbpedia.org/resource/Grid_computing
Tanu Malik	Purdue University	US	http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Dynamic_Data_Exchange;http://dbpedia.org/resource/Web_Services_Description_Language
Nabil R. Adam	Butler University	US	http://dbpedia.org/resource/Data_Warehousing;http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Knowledge_management;http://dbpedia.org/resource/Database_management_system;http://dbpedia.org/resource/Data_mining
Nikolai Vereshchagin	Reformed Theological Academy of Debrecen	HU	http://dbpedia.org/resource/Kolmogorov_complexity;http://dbpedia.org/resource/Complexity_class;http://dbpedia.org/resource/Turing_machine;http://dbpedia.org/resource/Descriptive_complexity_theory
Adam Kalai	Toyota Technological Institute	JP	http://dbpedia.org/resource/Convex_optimization;http://dbpedia.org/resource/Simulated_annealing;http://dbpedia.org/resource/Decision_problem;http://dbpedia.org/resource/Additive_model;http://dbpedia.org/resource/Maximum_likelihood
Kannan Achan	University of Toronto	CA	http://dbpedia.org/resource/Entropy;http://dbpedia.org/resource/Markov_random_field;http://dbpedia.org/resource/Botnet
Yury Makarychev	University of New England	US	http://dbpedia.org/resource/Approximation_algorithm
Oded Goldreich	Weizmann Institute of Science	IL	http://dbpedia.org/resource/Property_testing;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Average-case_complexity;http://dbpedia.org/resource/Probabilistic_algorithm;http://dbpedia.org/resource/Lattice_problem
Oded Margalit	University of Haifa	IL	
Washington Mio	Florida State University	US	http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Shape_analysis;http://dbpedia.org/resource/Kernel_methods
Claudio Gutierrez	Universidad de Chile	CL	http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Query_language
David J. DeWitt	Immanuel Kant State University of Russia	RU	http://dbpedia.org/resource/Database_machine;http://dbpedia.org/resource/Performance_studies
Spiros Papadimitriou	AISTEDA	RO	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Anomaly_detection
Michael Kifer	Beijing Information Science and Technology University	CN	http://dbpedia.org/resource/Knowledge_representation_and_reasoning;http://dbpedia.org/resource/Semantic_Web_Services;http://dbpedia.org/resource/Logic_programming
J. Warren	Universidad Braulio Carrillo	CR	http://dbpedia.org/resource/Atrial_fibrillation;http://dbpedia.org/resource/Left_ventricle;http://dbpedia.org/resource/Catheter_ablation
Jie Tang	Tsinghua University	CN	http://dbpedia.org/resource/Social_networking_service;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Social_influence;http://dbpedia.org/resource/Heterogeneous_network
Yi Zhou	Harbin Institute of Technology	CN	http://dbpedia.org/resource/Sea_cucumber;http://dbpedia.org/resource/Aestivation
Ahmed K. Elmagarmid	Center for Entrepreneurship and Small Business Management	IN	http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Query_optimization
 Xi Zhang	Texas A&M University	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Wireless_network;http://dbpedia.org/resource/Access_network;http://dbpedia.org/resource/Sensor_networks
Sheldon M. Ross	University of Calabria	IT	http://dbpedia.org/resource/Random_variable;http://dbpedia.org/resource/Mean_time_between_failures;http://dbpedia.org/resource/Markov_chain
Dimitris Margaritis	Tula State University	RU	http://dbpedia.org/resource/Bayesian_network;http://dbpedia.org/resource/Graphical_model
Rina Panigrahy	Missouri Tech	US	http://dbpedia.org/resource/Nearest_neighbor_search;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Sparse_matrix
Jessica Hodgins	Carnegie Mellon University	US	http://dbpedia.org/resource/Motion_planning;http://dbpedia.org/resource/Dynamic_simulation;http://dbpedia.org/resource/Computer_graphics
Gerald J. Popek	Applied Science University	JO	http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Distributed_file_system;http://dbpedia.org/resource/File_system
Kunwadee Sripanidkulchai	Carnegie Mellon University	US	http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/Distributed_application
Allan L. Fisher	Carnegie Mellon University	US	
Sara Kiesler	Carnegie Mellon University	US	http://dbpedia.org/resource/Communication_strategies_in_second_language_acquisition;http://dbpedia.org/resource/Online_community;http://dbpedia.org/resource/Information_access;http://dbpedia.org/resource/Social_technology
R. Obermarck	AISTEDA	RO	
Howard Ho	Swiss Management Center	CH	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Information_integration;http://dbpedia.org/resource/XML_transformation_language;http://dbpedia.org/resource/Molecular_dynamics
Amit Kumar	University of Vaasa	FI	http://dbpedia.org/resource/Molecular_modeling_on_GPUs;http://dbpedia.org/resource/Relevance_feedback;http://dbpedia.org/resource/Image_retrieval;http://dbpedia.org/resource/Molecular_modelling
Gershon Elber	Technion - Israel Institute of Technology	IL	http://dbpedia.org/resource/Geometric_modeling;http://dbpedia.org/resource/Freeform_surface_modelling;http://dbpedia.org/resource/Solid_modeling;http://dbpedia.org/resource/Voronoi_diagram;http://dbpedia.org/resource/Piecewise_linear_manifold
David Peleg	Weizmann Institute of Science	IL	http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Online_algorithm;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Data_structure
Francisco J. García Peñalvo	Dillard University	US	http://dbpedia.org/resource/Case_study;http://dbpedia.org/resource/Project_management;http://dbpedia.org/resource/Association_rule
Peter Steenkiste	Carnegie Mellon University	US	
Maurice Herlihy	Brown University	US	http://dbpedia.org/resource/Message_passing;http://dbpedia.org/resource/Transactional_memory;http://dbpedia.org/resource/Parallel_programming_model;http://dbpedia.org/resource/Concurrent_computing;http://dbpedia.org/resource/Data_structure
Dimitris Papadias	Hong Kong University of Science and Technology	HK	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Temporal_database
E. Simon	Amherst College	US	http://dbpedia.org/resource/Turnip_crinkle_virus;http://dbpedia.org/resource/RNA-dependent_RNA_polymerase
Xiang Lian	Hong Kong University of Science and Technology	HK	http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/High-dimensional_model_representation;http://dbpedia.org/resource/Range_Queries
Georgos Siganos	IE University	ES	http://dbpedia.org/resource/Internet_topology;http://dbpedia.org/resource/Internet
Konstantinos Sirlantzis	University of Bath	GB	http://dbpedia.org/resource/Iris_recognition
Weihua Li	East China University of Science and Technology	CN	http://dbpedia.org/resource/Virtual_screening;http://dbpedia.org/resource/In_silico;http://dbpedia.org/resource/Molecular_modeling_on_GPUs;http://dbpedia.org/resource/Homology_modeling
Endre Szemerédi	AISTEDA	RO	http://dbpedia.org/resource/Random_graph;http://dbpedia.org/resource/Boolean_function;http://dbpedia.org/resource/Regular_graph
Volker Markl	Technische Universität Berlin	DE	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Query_optimization
Dacheng Tao	Champlain College	US	http://dbpedia.org/resource/Feature_extraction;http://dbpedia.org/resource/Dimension_reduction;http://dbpedia.org/resource/Dimension_reduction
J. Srinivasan	Massachusetts Institute of Technology	US	
James N. Gray	Coe College	US	http://dbpedia.org/resource/Context-free_grammar;http://dbpedia.org/resource/Parsing
Kiryong Ha	Carnegie Mellon University	US	http://dbpedia.org/resource/Liquid_crystal_display;http://dbpedia.org/resource/Carbon_nanotube;http://dbpedia.org/resource/Molecular_dynamics;http://dbpedia.org/resource/Thermal_stability
Bai Wang	Beijing University of Posts and Telecommunications	CN	http://dbpedia.org/resource/Social_network_analysis;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Text_mining;http://dbpedia.org/resource/Recommender_system
N. Rajput	AISTEDA	RO	
Philip A. Bernstein	University of Detroit Mercy	US	http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Relational_model;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Data_model
Jason I. Hong	Carnegie Mellon University	US	http://dbpedia.org/resource/Collaborative_filtering;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Social_networking_service;http://dbpedia.org/resource/User_interface
Z. Lin	University of Toronto	CA	http://dbpedia.org/resource/Accelerated_life_testing;http://dbpedia.org/resource/Steady_state;http://dbpedia.org/resource/Boundary_condition;http://dbpedia.org/resource/Direct_method_(education)
Shai Ben-David	University of Waterloo	CA	http://dbpedia.org/resource/Algorithmic_learning_theory;http://dbpedia.org/resource/Support_vector_machine;http://dbpedia.org/resource/Computational_learning_theory;http://dbpedia.org/resource/Online_algorithm
F. Templin	Hochschule Esslingen	DE	http://dbpedia.org/resource/Proteomics;http://dbpedia.org/resource/Microarray;http://dbpedia.org/resource/Protein_microarray;http://dbpedia.org/resource/Biotechnology
Feifei Li	University of Utah	US	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Probabilistic_data_association_filter;http://dbpedia.org/resource/Data_stream
Franco Putzolu	Elon College	US	
Klara Kedem	Bankura University	IN	http://dbpedia.org/resource/Voronoi_diagram;http://dbpedia.org/resource/Motion_planning;http://dbpedia.org/resource/Active_contour_model;http://dbpedia.org/resource/Hausdorff_distance
Jayant Madhavan	University of Washington	US	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Web_Services_Description_Language
Benoît Dageville	Coe College	US	
Val Tannen	University of Pennsylvania	US	http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Query_optimization
Neema Moraveji	Stanford University	US	http://dbpedia.org/resource/Interface_design;http://dbpedia.org/resource/User_interface;http://dbpedia.org/resource/User_interface;http://dbpedia.org/resource/Collaborative_learning
H. Ramesh	Bard College	US	http://dbpedia.org/resource/Chimpanzee;http://dbpedia.org/resource/Gorilla;http://dbpedia.org/resource/Orangutan;http://dbpedia.org/resource/Chromosome_22_(human)
Svetlozar Nestorov	University of Chicago	US	http://dbpedia.org/resource/Data_warehouse
