Name	University	Country	
Juliana Freire	State University of New York School of Engineering and Applied Sciences	US	http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Web_application
Hong Yan	University of Sydney	AU	http://dbpedia.org/resource/Hidden_Markov_models;http://dbpedia.org/resource/Cluster_analysis;http://dbpedia.org/resource/Feature_extraction
Howard Wactlar	School of Management	SK	http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Digital_video_recorder;http://dbpedia.org/resource/Speech_recognition;http://dbpedia.org/resource/Case_studies;http://dbpedia.org/resource/Knowledge_management
John F. Roddick	Rider University	US	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Knowledge_discovery;http://dbpedia.org/resource/Conceptual_model;http://dbpedia.org/resource/Relational_database
Luc Moreau	School of Slavonic and East European Studies, University of London	GB	http://dbpedia.org/resource/Distributed_application;http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
Myron Flickner	AISTEDA	RO	http://dbpedia.org/resource/Eye_tracking;http://dbpedia.org/resource/Computer_vision;http://dbpedia.org/resource/Curve_fitting;http://dbpedia.org/resource/Color_histogram
D. Lee	AISTEDA	RO	http://dbpedia.org/resource/Traveling_Salesman_problem;http://dbpedia.org/resource/Graph_algorithm;http://dbpedia.org/resource/Shortest_path_problem
Scott Shenker	Applied Science University	JO	http://dbpedia.org/resource/Network_performance;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Network_architecture
Oliver Spatscheck	AgroParisTech	FR	http://dbpedia.org/resource/Network_performance;http://dbpedia.org/resource/Content_delivery_network;http://dbpedia.org/resource/Real-time_strategy
András Gyárfás	Hungarian Academy of Craft and Design	HU	http://dbpedia.org/resource/Edge_coloring
Irini Fundulaki	Thiel College	US	http://dbpedia.org/resource/Linked_data;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Relational_database
Michael Rys	Stanford University	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/XML_Schema_(W3C)
Derick Wood	University of Waterloo	CA	http://dbpedia.org/resource/Finite-state_machine;http://dbpedia.org/resource/Binary_tree;http://dbpedia.org/resource/Data_structure;http://dbpedia.org/resource/Regular_language;http://dbpedia.org/resource/Pattern_matching
Carlos A. Heuser	Universidade Federal do Rio Grande do Sul	BR	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Conceptual_schema;http://dbpedia.org/resource/Petri-Net
Aristides Gionis	Regent International University	US	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Social_network_analysis;http://dbpedia.org/resource/Web_search_engines
Chuang Lin	Colby College	US	http://dbpedia.org/resource/Grid_computing;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Performance_Analysis_of_Telecommunication_Systems;http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/Internet
Sriram Raghavan	Bryan College	US	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Semantic_search;http://dbpedia.org/resource/Text_analytics
Tibor Szabó	University of Switzerland	CH	
Konrad Rieck	Technische Universität Berlin	DE	http://dbpedia.org/resource/Anomaly_detection;http://dbpedia.org/resource/Intrusion_detection_system;http://dbpedia.org/resource/Network_monitoring;http://dbpedia.org/resource/Network_intrusion_detection_system
Humberto L. Razente	Centro Universitário Senac	BR	http://dbpedia.org/resource/Complex_data_type
Erik D. Demaine	University of Science and Arts of Oklahoma	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Integer_programming;http://dbpedia.org/resource/Dynamic_programming;http://dbpedia.org/resource/Graph_algorithm
Sumit Ganguly	ECAM - Institut Supérieur Industriel	BE	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Parallel_processing;http://dbpedia.org/resource/Parallel_database;http://dbpedia.org/resource/Distributed_database
Tim Kraska	Missouri Tech	US	http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/Transaction_processing
Jorma Rissanen	Bryan College	US	http://dbpedia.org/resource/Minimum_description_length;http://dbpedia.org/resource/Maximum_likelihood;http://dbpedia.org/resource/Statistical_inference;http://dbpedia.org/resource/Model_selection
Hong Lin	AISTEDA	RO	http://dbpedia.org/resource/Dye-sensitized_solar_cell;http://dbpedia.org/resource/Dye-sensitized_solar_cell;http://dbpedia.org/resource/Mullite;http://dbpedia.org/resource/Electrophoretic_deposition;http://dbpedia.org/resource/Spinel
David Kempe	University of Southern California	US	
Michal Parnas	Afeka Tel Aviv Academic College of Engineering	IL	http://dbpedia.org/resource/Query_(complexity)
Ralf Rantzau	Aalborg University	DK	http://dbpedia.org/resource/Universal_quantification
Satish Rao	Communication University of China	CN	http://dbpedia.org/resource/Approximation_algorithm
Yuval Emek	Volgograd State University of Architecture and Civil Engineering (VolgGASU)	RU	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Competitive_ratio
Ravi Kumar	ICT College	US	http://dbpedia.org/resource/Latent_semantic_indexing;http://dbpedia.org/resource/Pattern_matching;http://dbpedia.org/resource/Dynamic_Data_Exchange
Svein-Olaf Hvasshovd	AISTEDA	RO	http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Load_balancing_(computing)
Maike Buchin	NTI University	NL	http://dbpedia.org/resource/Minimum_number_of_individuals;http://dbpedia.org/resource/Approximation_algorithm
Cristina Nita-Rotaru	Purdue University	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Wide-area_network;http://dbpedia.org/resource/Wireless_mesh_networks;http://dbpedia.org/resource/Routing_protocol
Amiram Yehudai	Tel Aviv University	IL	http://dbpedia.org/resource/Code_generation_(compiler);http://dbpedia.org/resource/Parallel_programming_model;http://dbpedia.org/resource/Design_Patterns
Li-Der Chou	National Central University	TW	http://dbpedia.org/resource/Network_planning_and_design;http://dbpedia.org/resource/Virtual_Network_Computing;http://dbpedia.org/resource/Network_management_system;http://dbpedia.org/resource/Service_Provisioning_Markup_Language
Amin Coja-Oghlan	Carnegie Mellon University	US	http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Random_graph;http://dbpedia.org/resource/Probabilistic_method;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Semidefinite_programming
Fereydoun Hormozdiari	Simon Fraser University	CA	http://dbpedia.org/resource/Structural_variation
Ming-Yang Kao	Northwestern University	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Directed_graph;http://dbpedia.org/resource/Dynamic_programming;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Parallel_algorithm
Paris C. Kanellakis	Brown University	US	http://dbpedia.org/resource/Database_theory;http://dbpedia.org/resource/Constraint_programming;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Parallel_algorithm
Ming Chen	Zhejiang University	CN	http://dbpedia.org/resource/MicroRNA;http://dbpedia.org/resource/Oryza_sativa;http://dbpedia.org/resource/Rice;http://dbpedia.org/resource/Annotation;http://dbpedia.org/resource/Degradome_sequencing
Peter Wegner	Moraine Valley Community College	US	http://dbpedia.org/resource/Concurrent_programming;http://dbpedia.org/resource/Concurrent_systems;http://dbpedia.org/resource/C_(programming_language);http://dbpedia.org/resource/Operational_semantics
Vuk Ercegovac	Swiss Management Center	CH	http://dbpedia.org/resource/Inverted_index;http://dbpedia.org/resource/Mass_collaboration
Willem de Paepe	Open University of the Netherlands	NL	http://dbpedia.org/resource/Competitive_analysis_(online_algorithm);http://dbpedia.org/resource/Metric_space;http://dbpedia.org/resource/Online_algorithm;http://dbpedia.org/resource/Competitive_ratio
Guillaume Fertin	University of Gastronomic Sciences	IT	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Longest_common_subsequence_problem;http://dbpedia.org/resource/Star_coloring
H. V. Jagadish	Communication University of China	CN	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Schema_matching
Junde Song	Wuhan University of Hydraulic and Electric Engineering	CN	http://dbpedia.org/resource/Mobility_management;http://dbpedia.org/resource/Cognitive_radio;http://dbpedia.org/resource/Heterogeneous_network;http://dbpedia.org/resource/Cellular_network;http://dbpedia.org/resource/Load_balancing_(computing)
Calisto Zuzarte	Sheridan College	CA	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Materialized_view;http://dbpedia.org/resource/Query_optimizer;http://dbpedia.org/resource/XML_database
Yossi Matias	Tel Aviv University	IL	http://dbpedia.org/resource/Parallel_algorithm;http://dbpedia.org/resource/Data_structure;http://dbpedia.org/resource/Parallel_computation;http://dbpedia.org/resource/Data_compression;http://dbpedia.org/resource/Hash_function
Chee-Yong Chan	National University of Singapore	SG	http://dbpedia.org/resource/Pattern_matching;http://dbpedia.org/resource/Hierarchical_database_model;http://dbpedia.org/resource/Data_integration
I. Krasikov	University of the Philippines Open University	PH	http://dbpedia.org/resource/BCH_code
Sophie Cluet	AgroParisTech	FR	http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Query_language;http://dbpedia.org/resource/Object_database;http://dbpedia.org/resource/XML_database;http://dbpedia.org/resource/XML_database
Chieh-Jan Mike Liang	The Scripps Research Institute	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Data_center;http://dbpedia.org/resource/Wireless_sensor_network
Sushil Jajodia	 L.D.College of Engineering	IN	http://dbpedia.org/resource/Database_security;http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Transaction_processing
Guo Li	Butler University	US	http://dbpedia.org/resource/Associative_algebra;http://dbpedia.org/resource/Shuffle_product
Jason McHugh	AISTEDA	RO	
N. D. Sidiropoulos	AISTEDA	RO	http://dbpedia.org/resource/Kalman_filter;http://dbpedia.org/resource/Array_processing;http://dbpedia.org/resource/Nonlinear_filter
Burkhard Rost	Columbia University	US	http://dbpedia.org/resource/Protein_function_prediction;http://dbpedia.org/resource/Protein_domain;http://dbpedia.org/resource/Membrane_protein;http://dbpedia.org/resource/Transmembrane_domain;http://dbpedia.org/resource/Transmembrane_domain
Ana Paula Appel	Universidade Federal de São Carlos	BR	http://dbpedia.org/resource/Knowledge_base
S. Jajodia	 L.D.College of Engineering	IN	http://dbpedia.org/resource/Meta-data_management;http://dbpedia.org/resource/Transaction_processing
Mehmet Serkan Apaydin	Sabanci University	TR	http://dbpedia.org/resource/Stochastic_roadmap_simulation;http://dbpedia.org/resource/Protein_folding
Yinglian Xie	Université de Marne la Vallée	FR	http://dbpedia.org/resource/Distributed_search_engine
Stefano Leonardi	Institute of Latin American Studies, University of London	GB	http://dbpedia.org/resource/Competitive_analysis_(online_algorithm);http://dbpedia.org/resource/Link_analysis;http://dbpedia.org/resource/Probabilistic_analysis;http://dbpedia.org/resource/Online_algorithm
Vinayak Borkar	AISTEDA	RO	http://dbpedia.org/resource/Big_data;http://dbpedia.org/resource/UC_Irvine_Anteaters
Viswanath Poosala	Bangalore University	IN	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/World_Wide_Web
Jie Liu	AISTEDA	RO	http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/Application_performance_management;http://dbpedia.org/resource/Data_centers;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Embedded_systems
Yolanda Gil	State University of New York College of Environmental Science and Forestry	US	http://dbpedia.org/resource/Knowledge_base;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
Ratul Mahajan	Missouri Tech	US	http://dbpedia.org/resource/Wireless_network;http://dbpedia.org/resource/Virtual_Network_Computing;http://dbpedia.org/resource/Home_network;http://dbpedia.org/resource/End-user
Soumyadeb Mitra	University of Illinois	US	
Arie Keren	Galillee College	IL	http://dbpedia.org/resource/Israeli_Air_Force;http://dbpedia.org/resource/Agile_software_development
Robert Laurini	Nagasaki Institute of Applied Science	JP	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Geographic_Information_Systems;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Spatial_data_infrastructure
Éva Tardos	Cornell University	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Parallel_algorithm;http://dbpedia.org/resource/Graph_partition;http://dbpedia.org/resource/Combinatorial_optimization;http://dbpedia.org/resource/Approximation_algorithm
Zhen Hua Liu	AISTEDA	RO	http://dbpedia.org/resource/XML;http://dbpedia.org/resource/Oracle_Database;http://dbpedia.org/resource/XML_data_binding
Adam Meyerson	AISTEDA	RO	
Benjamin Turnbull	University of South Australia	AU	http://dbpedia.org/resource/Digital_forensics;http://dbpedia.org/resource/Computer_forensics;http://dbpedia.org/resource/Digital_evidence;http://dbpedia.org/resource/Computer_network
Asim Smailagic	Afeka Tel Aviv Academic College of Engineering	IL	http://dbpedia.org/resource/Wearable_computer;http://dbpedia.org/resource/Wearable_Computing_Group;http://dbpedia.org/resource/Mobile_computing;http://dbpedia.org/resource/Systems_design
Eno Thereska	Carnegie Mellon University	US	http://dbpedia.org/resource/Data_center;http://dbpedia.org/resource/Ursa_Minor
S. Muthukrishnan	Butler University	US	http://dbpedia.org/resource/Data_stream;http://dbpedia.org/resource/Data_structure;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Data_structure
